"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Shoulder Press (Dambıl)",,"40 lar ile",0,"normal",80,10,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Shoulder Press (Dambıl)",,"40 lar ile",1,"normal",80,8,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Shoulder Press (Dambıl)",,"40 lar ile",2,"normal",80,6,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Shoulder Press (Dambıl)",,"40 lar ile",3,"normal",80,7,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",0,"normal",77,3,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",1,"normal",97,2,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",2,"normal",77,11,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",3,"normal",77,8,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",4,"normal",77,8,,,
"Öğle antrenmanı 💪","11 Nis 2026, 13:05","11 Nis 2026, 13:59","","Lat Pulldown (Cable)",,"Fat grip,",5,"normal",77,7,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",0,"normal",180,1,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",1,"normal",145,8,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",2,"normal",145,7,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",3,"normal",145,5,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",4,"normal",145,5,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Squat (Bar)",,"High bar",5,"normal",145,5,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",0,"normal",60,3,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",1,"normal",80,2,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",2,"normal",90,1,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",3,"normal",72.5,9,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",4,"normal",72.5,8,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",5,"normal",72.5,6,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",6,"normal",72.5,5,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Overhead Press (Bar)",,"Tekniğe odaklanmaya çalıştım",7,"normal",72.5,5,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",84,2,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",97,3,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",84,8,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",84,7,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",4,"normal",84,6,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",5,"normal",77,8,,,
"Öğle antrenmanı 💪","9 Nis 2026, 15:26","9 Nis 2026, 17:43","","Lat Pulldown (Cable)",,"Fat grip",6,"normal",77,4,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Shoulder Press (Dambıl)",,"40 kg ler ile",0,"normal",80,9,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Shoulder Press (Dambıl)",,"40 kg ler ile",1,"normal",80,7,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Shoulder Press (Dambıl)",,"40 kg ler ile",2,"normal",80,6,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Shoulder Press (Dambıl)",,"40 kg ler ile",3,"normal",80,6,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Shoulder Press (Dambıl)",,"40 kg ler ile",4,"normal",80,5,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",77,3,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",104,2,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",84,9,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",84,7,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",4,"normal",84,5,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",5,"normal",84,5,,,
"Öğle antrenmanı 💪","7 Nis 2026, 12:10","7 Nis 2026, 13:17","","Lat Pulldown (Cable)",,"Fat grip",6,"normal",84,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",0,"normal",190,2,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",1,"normal",230,1,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",2,"normal",190,7,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",3,"normal",190,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",4,"normal",190,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Deadlift (Bar)",,"Snatch grip",5,"normal",190,3,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",0,"normal",140,1,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",1,"normal",115,8,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",2,"normal",115,7,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",3,"normal",115,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",4,"normal",115,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Dar Tutuş Bench Press (Bar)",,"",5,"normal",115,5,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,15,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,9,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,9,,,
"Öğle antrenmanı 💪","5 Nis 2026, 13:01","5 Nis 2026, 15:08","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",70,7,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Deadlift (Bar)",,"Snatch grip",0,"normal",180,3,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Deadlift (Bar)",,"Snatch grip",1,"normal",200,2,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Deadlift (Bar)",,"Snatch grip",2,"normal",220,2,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Shoulder Press (Dambıl)",,"",0,"normal",80,6,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Shoulder Press (Dambıl)",,"",1,"normal",80,6,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Shoulder Press (Dambıl)",,"",2,"normal",80,7,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Shoulder Press (Dambıl)",,"",3,"normal",80,5,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,12,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,10,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,10,,,
"Öğle antrenmanı 💪","3 Nis 2026, 13:49","3 Nis 2026, 14:59","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",70,10,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",0,"normal",120,1,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",1,"normal",105,8,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",2,"normal",105,7,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",3,"normal",105,5,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",4,"normal",105,5,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Front Squat",,"",5,"normal",105,6,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",0,"normal",60,3,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",1,"normal",80,3,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",2,"normal",90,2,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",3,"normal",75,7,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",4,"normal",75,6,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",5,"normal",75,7,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",6,"normal",75,6,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Overhead Press (Bar)",,"",7,"normal",75,4,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Lat Pulldown (Cable)",,"",0,"normal",70,16,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Sabah antrenmanı ☀️","1 Nis 2026, 10:24","1 Nis 2026, 12:42","","Lat Pulldown (Cable)",,"",2,"normal",70,10,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Shoulder Press (Dambıl)",,"",0,"normal",80,3,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Shoulder Press (Dambıl)",,"",1,"normal",70,10,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Shoulder Press (Dambıl)",,"",2,"normal",70,7,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Shoulder Press (Dambıl)",,"",3,"normal",70,10,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Shoulder Press (Dambıl)",,"",4,"normal",70,5,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",0,"normal",70,6,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",1,"normal",80,6,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",2,"normal",80,7,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",3,"normal",80,7,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",4,"normal",80,6,,,
"Öğle antrenmanı 💪","29 Mar 2026, 17:13","29 Mar 2026, 18:15","","Gorilla Row (Kettlebell)",,"Dumbell ile",5,"normal",80,7,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",0,"normal",180,1,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",1,"normal",145,7,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",2,"normal",145,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",3,"normal",145,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",4,"normal",145,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",5,"normal",145,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Squat (Bar)",,"",6,"normal",145,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",0,"normal",140,1,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",1,"normal",115,9,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",2,"normal",115,6,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",3,"normal",115,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",4,"normal",115,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Dar Tutuş Bench Press (Bar)",,"",5,"normal",115,6,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Lat Pulldown (Cable)",,"",0,"normal",90,7,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Lat Pulldown (Cable)",,"",1,"normal",90,5,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Lat Pulldown (Cable)",,"",2,"normal",84,7,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Lat Pulldown (Cable)",,"",3,"normal",84,6,,,
"Akşam antrenmanı 🏋️","26 Mar 2026, 17:15","26 Mar 2026, 19:13","","Lat Pulldown (Cable)",,"",4,"normal",77,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",0,"normal",180,3,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",1,"normal",220,1,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",2,"normal",180,8,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",3,"normal",180,6,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",4,"normal",180,6,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",5,"normal",180,5,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Deadlift (Bar)",,"Snatch grip",6,"normal",180,5,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Dar Tutuş Bench Press (Bar)",,"",0,"normal",140,1,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Dar Tutuş Bench Press (Bar)",,"",1,"normal",115,9,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Dar Tutuş Bench Press (Bar)",,"",2,"normal",115,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Dar Tutuş Bench Press (Bar)",,"",3,"normal",115,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Dar Tutuş Bench Press (Bar)",,"",4,"normal",115,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",84,3,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",104,2,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",84,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",84,7,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",4,"normal",84,5,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",5,"normal",84,6,,,
"Öğle antrenmanı 💪","23 Mar 2026, 14:42","23 Mar 2026, 16:59","","Lat Pulldown (Cable)",,"Fat grip",6,"normal",84,5,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",0,"normal",170,1,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",1,"normal",140,8,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",2,"normal",140,7,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",3,"normal",140,6,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",4,"normal",140,6,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Squat (Bar)",,"",5,"normal",140,4,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Incline Bench Press (Bar)",,"",0,"normal",110,3,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Incline Bench Press (Bar)",,"",1,"normal",95,9,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Incline Bench Press (Bar)",,"",2,"normal",95,7,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Incline Bench Press (Bar)",,"",3,"normal",95,7,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Incline Bench Press (Bar)",,"",4,"normal",95,8,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Lat Pulldown (Cable)",,"",1,"normal",70,9,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Lat Pulldown (Cable)",,"",2,"normal",70,8,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Lat Pulldown (Cable)",,"",3,"normal",70,9,,,
"Öğle antrenmanı 💪","19 Mar 2026, 14:36","19 Mar 2026, 16:11","","Lat Pulldown (Cable)",,"",4,"normal",70,9,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",0,"normal",90,4,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",1,"normal",70,12,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",2,"normal",70,10,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",3,"normal",70,9,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",4,"normal",70,8,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",5,"normal",70,6,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Overhead Press (Bar)",,"",6,"normal",70,5,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",0,"normal",100,5,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",1,"normal",80,12,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",2,"normal",80,10,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",3,"normal",80,10,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",4,"normal",80,8,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Pendlay Row (Bar)",,"",5,"normal",80,7,,,
"Öğle antrenmanı 💪","16 Mar 2026, 15:18","16 Mar 2026, 16:43","","Lat Pulldown (Cable)",,"",0,"normal",70,7,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",0,"normal",90,4,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",1,"normal",80,8,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",2,"normal",80,6,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",3,"normal",80,7,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",4,"normal",80,5,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Overhead Press (Bar)",,"",5,"normal",80,5,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",0,"normal",100,5,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",1,"normal",90,8,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",2,"normal",90,7,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",3,"normal",90,7,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",4,"normal",90,6,,,
"Düşük moral spor","14 Mar 2026, 18:03","14 Mar 2026, 19:11","","Pendlay Row (Bar)",,"",5,"normal",90,5,,,
"Akşam antrenmanı 🏋️","12 Mar 2026, 19:38","12 Mar 2026, 21:50","","Squat (Bar)",,"High bar pr 180",0,"normal",140,2,,,
"Akşam antrenmanı 🏋️","12 Mar 2026, 19:38","12 Mar 2026, 21:50","","Squat (Bar)",,"High bar pr 180",1,"normal",160,1,,,
"Akşam antrenmanı 🏋️","12 Mar 2026, 19:38","12 Mar 2026, 21:50","","Squat (Bar)",,"High bar pr 180",2,"normal",180,1,,,
"Akşam antrenmanı 🏋️","12 Mar 2026, 19:38","12 Mar 2026, 21:50","","Squat (Bar)",,"High bar pr 180",3,"normal",145,7,,,
"Akşam antrenmanı 🏋️","12 Mar 2026, 19:38","12 Mar 2026, 21:50","","Squat (Bar)",,"High bar pr 180",4,"normal",145,7,,,
