"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",0,"normal",60,5,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",1,"normal",80,3,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",2,"normal",100,3,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",3,"normal",110,3,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",4,"normal",130,1,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",5,"normal",97.5,12,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",6,"normal",97.5,10,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",7,"normal",97.5,10,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",8,"normal",97.5,8,,,
"Öğle antrenmanı 💪","18 Ara 2024, 13:53","18 Ara 2024, 14:48","","Bench Press (Bar)",,"",9,"normal",97.5,7,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",0,"normal",60,5,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",1,"normal",100,3,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",2,"normal",120,3,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",3,"normal",130,1,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",4,"normal",102.5,15,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",5,"normal",102.5,12,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Deadlift (Bar)",,"Double overhand + fat grip",6,"normal",102.5,9,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",0,"normal",60,4,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",1,"normal",80,3,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",2,"normal",90,3,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",3,"normal",70,15,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",4,"normal",70,12,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",5,"normal",70,8,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,10,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,8,,,
"Sabah antrenmanı ☀️","17 Ara 2024, 08:49","17 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,8,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",0,"normal",20,10,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",1,"normal",70,5,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",2,"normal",110,3,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",3,"normal",130,3,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",4,"normal",100,12,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",5,"normal",100,9,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",6,"normal",100,9,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Squat (Bar)",,"High bar pause",7,"normal",100,6,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",0,"normal",50,4,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",1,"normal",60,3,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",2,"normal",80,3,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",3,"normal",90,3,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",4,"normal",72.5,13,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",5,"normal",72.5,11,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",6,"normal",72.5,10,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Incline Bench Press (Bar)",,"",7,"normal",72.5,11,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,10,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,9,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,7,,,
"Öğle antrenmanı 💪","15 Ara 2024, 13:09","15 Ara 2024, 14:32","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",70,7,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",0,"normal",20,6,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",1,"normal",50,5,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",2,"normal",60,4,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",3,"normal",70,3,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",4,"normal",82.5,3,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",5,"normal",65,11,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",6,"normal",65,10,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",7,"normal",65,9,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",8,"normal",65,8,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Overhead Press (Bar)",,"",9,"normal",65,7,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Pendlay Row (Bar)",,"",0,"normal",110,3,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Pendlay Row (Bar)",,"",1,"normal",80,12,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Pendlay Row (Bar)",,"",2,"normal",80,11,,,
"Öğle antrenmanı 💪","14 Ara 2024, 13:07","14 Ara 2024, 14:16","","Pendlay Row (Bar)",,"",3,"normal",80,13,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",0,"normal",70,5,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",1,"normal",120,3,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",2,"normal",170,3,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",3,"normal",190,3,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",4,"normal",145,12,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",5,"normal",145,11,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",6,"normal",145,7,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Deadlift (Bar)",,"Snatch grip",7,"normal",145,8,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",0,"normal",60,5,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",1,"normal",100,3,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",2,"normal",120,3,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",3,"normal",130,2,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",4,"normal",95,14,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",5,"normal",95,10,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",6,"normal",95,9,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",7,"normal",95,9,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Bench Press (Bar)",,"",8,"normal",95,6,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,11,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,11,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Leg Extension (Makine)",,"",0,"normal",80,8,,,
"Öğle antrenmanı 💪","12 Ara 2024, 15:54","12 Ara 2024, 17:54","","Leg Extension (Makine)",,"",1,"normal",80,8,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks (Ağırlıklı)",,"",0,"normal",,3,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks (Ağırlıklı)",,"",1,"normal",15,3,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks (Ağırlıklı)",,"",2,"normal",30,2,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",0,"normal",,8,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",1,"normal",,8,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",2,"normal",,7,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",3,"normal",,7,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",4,"normal",,6,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",5,"normal",,5,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Barfiks",,"",6,"normal",,6,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Leg Extension (Makine)",,"",0,"normal",65,10,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Leg Extension (Makine)",,"",1,"normal",70,10,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Leg Extension (Makine)",,"",2,"normal",75,9,,,
"Öğle antrenmanı 💪","11 Ara 2024, 13:52","11 Ara 2024, 14:51","","Leg Extension (Makine)",,"",3,"normal",70,11,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",0,"normal",50,5,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",1,"normal",80,3,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",2,"normal",100,3,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",3,"normal",120,2,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",4,"normal",90,15,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Front Squat",,"",5,"normal",90,11,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",0,"normal",40,5,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",1,"normal",60,3,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",2,"normal",80,3,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",3,"normal",90,3,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",4,"normal",65,16,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Incline Bench Press (Bar)",,"60 derece",5,"normal",65,10,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,12,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,10,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,9,,,
"Sabah antrenmanı ☀️","10 Ara 2024, 08:43","10 Ara 2024, 09:57","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",70,7,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",0,"normal",60,5,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",1,"normal",100,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",2,"normal",140,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",3,"normal",165,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",4,"normal",185,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",5,"normal",165,9,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",6,"normal",165,7,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",7,"normal",165,7,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",8,"normal",165,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",9,"normal",165,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Deadlift (Bar)",,"Snatch grip",10,"normal",165,5,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",0,"normal",60,5,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",1,"normal",80,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",2,"normal",100,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",3,"normal",120,3,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",4,"normal",105,9,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",5,"normal",105,8,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",6,"normal",105,7,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",7,"normal",105,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",8,"normal",105,5,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Bench Press (Bar)",,"",9,"normal",105,5,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Lat Pulldown (Cable)",,"Fat grip",0,"normal",70,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Lat Pulldown (Cable)",,"Fat grip",1,"normal",70,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Lat Pulldown (Cable)",,"Fat grip",2,"normal",70,7,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Lat Pulldown (Cable)",,"Fat grip",3,"normal",70,6,,,
"Öğle antrenmanı 💪","7 Ara 2024, 13:09","7 Ara 2024, 15:26","","Lat Pulldown (Cable)",,"Fat grip",4,"normal",70,7,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",0,"normal",50,5,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",1,"normal",70,3,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",2,"normal",120,2,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",3,"normal",100,6,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",4,"normal",100,8,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",5,"normal",100,10,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Front Squat",,"",6,"normal",100,8,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",0,"normal",,3,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",1,"normal",15,3,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",2,"normal",25,2,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",3,"normal",5,8,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",4,"normal",5,7,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",5,"normal",5,7,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",6,"normal",5,5,,,
"Akşam antrenmanı 🏋️","5 Ara 2024, 19:26","5 Ara 2024, 20:41","","Barfiks (Ağırlıklı)",,"",7,"normal",5,5,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",0,"normal",60,5,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",1,"normal",80,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",2,"normal",100,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",3,"normal",120,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",4,"normal",107.5,8,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",5,"normal",107.5,8,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",6,"normal",107.5,6,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",7,"normal",107.5,6,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",8,"normal",107.5,5,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",9,"normal",107.5,5,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Bench Press (Bar)",,"",10,"normal",107.5,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",0,"normal",70,5,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",1,"normal",110,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",2,"normal",140,3,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",3,"normal",122.5,8,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",4,"normal",122.5,7,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",5,"normal",122.5,8,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",6,"normal",122.5,6,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",7,"normal",122.5,6,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Pendlay Row (Bar)",,"",8,"normal",122.5,6,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Lateral Raise (Dambıl)",,"",0,"normal",20,8,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Lateral Raise (Dambıl)",,"",1,"normal",20,9,,,
"Sabah antrenmanı ☀️","4 Ara 2024, 09:17","4 Ara 2024, 11:08","","Lateral Raise (Dambıl)",,"",2,"normal",20,8,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",0,"normal",20,10,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",1,"normal",60,5,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",2,"normal",100,3,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",3,"normal",120,3,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",4,"normal",130,3,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",5,"normal",117.5,8,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",6,"normal",117.5,7,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",7,"normal",117.5,6,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",8,"normal",117.5,5,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",9,"normal",117.5,5,,,
"Sabah antrenmanı ☀️","3 Ara 2024, 08:38","3 Ara 2024, 10:15","","Squat (Bar)",,"High bar pause",10,"normal",117.5,5,,,
